OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
2022-173A,SWOT,54754,US,102.84,77.61,894,893,LARGE,0,12/16/22,
2022-172A,SHIYAN 21 (SY-21),54752,PRC,94.26,35.95,495,471,LARGE,0,12/16/22,
2022-167Q,OBJECT Q,54751,PRC,93.26,97.62,440,428,MEDIUM,0,12/9/22,
2022-171E,YAOGAN-36 04C,54750,PRC,94.56,34.99,498,497,LARGE,0,12/14/22,
2022-171C,YAOGAN-36 04B,54748,PRC,94.55,35,509,485,LARGE,0,12/14/22,
2022-171A,YAOGAN-36 04A,54746,PRC,94.56,34.99,504,490,LARGE,0,12/14/22,
2022-170E,ARIANE 5 R/B,54745,FR,550.11,5.92,31484,239,LARGE,0,12/13/22,
2022-170D,ARIANE 5 DEB (SYLDA),54744,FR,349.88,6.27,19853,286,LARGE,0,12/13/22,
2022-170C,METEOSAT 12 (MTG I1),54743,EUME,1436.06,0.63,35790,35782,LARGE,0,12/13/22,
2022-170B,GALAXY 36,54742,US,1436.11,0.01,35790,35784,LARGE,0,12/13/22,
2022-170A,GALAXY 35,54741,US,1436.12,0.02,35795,35779,LARGE,0,12/13/22,
2022-169D,CZ-4C DEB,54702,PRC,100.61,60,802,773,LARGE,0,12/12/22,
2022-169C,CZ-4C R/B,54701,PRC,99.25,59.96,778,667,LARGE,0,12/12/22,
2022-169B,SHIYAN 20B (SY-20B),54700,PRC,100.76,60,812,777,LARGE,0,12/12/22,
2022-169A,SHIYAN 20A (SY-20A),54699,PRC,100.76,60,808,780,LARGE,0,12/12/22,
2022-168C,FALCON 9 R/B,54698,US,,,,,,0,12/11/22,HELIOCENTRIC ORBIT (SUN)
2022-168B,LUNAR FLASHLIGHT,54697,US,,,,,,0,12/11/22,HELIOCENTRIC ORBIT (SUN)
2022-168A,HAKUTO-R M1,54696,JPN,,,,,,0,12/11/22,HELIOCENTRIC ORBIT (SUN)
2022-167P,OBJECT P,54695,PRC,94.7,97.63,511,497,MEDIUM,0,12/9/22,
2022-167N,OBJECT N,54694,PRC,94.63,97.62,506,495,MEDIUM,0,12/9/22,
2022-167L,OBJECT L,54692,PRC,94.69,97.64,510,497,MEDIUM,0,12/9/22,
2022-167K,OBJECT K,54691,PRC,94.22,97.61,487,475,MEDIUM,0,12/9/22,
2022-167J,OBJECT J,54690,PRC,94.71,97.62,510,499,MEDIUM,0,12/9/22,
2022-167H,OBJECT H,54689,PRC,94.69,97.64,510,497,MEDIUM,0,12/9/22,
2022-167F,OBJECT F,54687,PRC,94.18,97.61,484,474,MEDIUM,0,12/9/22,
2022-167E,OBJECT E,54686,PRC,94.69,97.63,510,497,MEDIUM,0,12/9/22,
2022-167D,OBJECT D,54685,PRC,94.62,97.63,502,499,MEDIUM,0,12/9/22,
2022-167C,OBJECT C,54684,PRC,92.6,97.61,408,396,MEDIUM,0,12/9/22,
2022-166AR,ONEWEB-0714,54681,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AQ,ONEWEB-0712,54680,UK,109.37,87.91,1199,1196,LARGE,0,12/8/22,
2022-166AP,ONEWEB-0685,54679,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AN,ONEWEB-0659,54678,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AM,ONEWEB-0655,54677,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AL,ONEWEB-0615,54676,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AK,ONEWEB-0612,54675,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AJ,ONEWEB-0611,54674,UK,108.94,87.93,1179,1177,MEDIUM,0,12/8/22,
2022-166AH,ONEWEB-0610,54673,UK,108.94,87.93,1180,1176,LARGE,0,12/8/22,
2022-166AG,ONEWEB-0608,54672,UK,108.94,87.93,1180,1176,MEDIUM,0,12/8/22,
2022-166AF,ONEWEB-0607,54671,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AE,ONEWEB-0606,54670,UK,108.94,87.93,1179,1177,LARGE,0,12/8/22,
2022-166AD,ONEWEB-0605,54669,UK,108.94,87.93,1180,1176,LARGE,0,12/8/22,
2022-166AC,ONEWEB-0604,54668,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166AB,ONEWEB-0603,54667,UK,108.94,87.93,1179,1176,MEDIUM,0,12/8/22,
2022-166AA,ONEWEB-0602,54666,UK,108.94,87.93,1179,1176,MEDIUM,0,12/8/22,
2022-166Z,ONEWEB-0601,54665,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166Y,ONEWEB-0600,54664,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166X,ONEWEB-0597,54663,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166W,ONEWEB-0596,54662,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166V,ONEWEB-0595,54661,UK,108.94,87.93,1179,1177,LARGE,0,12/8/22,
2022-166U,ONEWEB-0594,54660,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166T,ONEWEB-0593,54659,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166S,ONEWEB-0592,54658,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166R,ONEWEB-0591,54657,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166Q,ONEWEB-0590,54656,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166P,ONEWEB-0589,54655,UK,108.94,87.93,1180,1176,LARGE,0,12/8/22,
2022-166N,ONEWEB-0587,54654,UK,108.94,87.93,1179,1177,LARGE,0,12/8/22,
2022-166M,ONEWEB-0586,54653,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166L,ONEWEB-0585,54652,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166K,ONEWEB-0584,54651,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166J,ONEWEB-0583,54650,UK,108.94,87.93,1179,1176,MEDIUM,0,12/8/22,
2022-166H,ONEWEB-0582,54649,UK,108.94,87.93,1180,1176,LARGE,0,12/8/22,
2022-166G,ONEWEB-0580,54648,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166F,ONEWEB-0545,54647,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166E,ONEWEB-0542,54646,UK,108.94,87.93,1180,1176,LARGE,0,12/8/22,
2022-166D,ONEWEB-0540,54645,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166C,ONEWEB-0539,54644,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166B,ONEWEB-0528,54643,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-166A,ONEWEB-0527,54642,UK,108.94,87.93,1179,1176,LARGE,0,12/8/22,
2022-165B,CZ-2D R/B,54641,PRC,98.13,98.1,693,645,LARGE,0,12/8/22,
2022-165A,GAOFEN 5 01A,54640,PRC,98.79,98.19,701,700,LARGE,0,12/8/22,
2022-151PR,CZ-6A DEB,54639,PRC,101.91,98.81,871,828,SMALL,0,11/11/22,
2022-151PQ,CZ-6A DEB,54638,PRC,98.68,98.67,762,629,SMALL,0,11/11/22,
2022-151PP,CZ-6A DEB,54637,PRC,101.88,98.83,895,801,SMALL,0,11/11/22,
2022-151PL,CZ-6A DEB,54634,PRC,101.2,98.79,843,788,SMALL,0,11/11/22,
2022-151PK,CZ-6A DEB,54633,PRC,99.08,98.66,781,648,SMALL,0,11/11/22,
2022-151PJ,CZ-6A DEB,54632,PRC,98.95,98.67,768,649,SMALL,0,11/11/22,
2022-151PH,CZ-6A DEB,54631,PRC,99.27,98.66,792,655,SMALL,0,11/11/22,
2022-151PG,CZ-6A DEB,54630,PRC,98.9,98.67,770,642,SMALL,0,11/11/22,
2022-151PF,CZ-6A DEB,54629,PRC,98.84,98.67,770,636,SMALL,0,11/11/22,
2022-151PE,CZ-6A DEB,54628,PRC,104.31,98.88,1097,827,SMALL,0,11/11/22,
2022-151PC,CZ-6A DEB,54626,PRC,99.25,98.65,791,654,SMALL,0,11/11/22,
2022-151PB,CZ-6A DEB,54625,PRC,103.5,98.88,1022,827,SMALL,0,11/11/22,
2022-151PA,CZ-6A DEB,54624,PRC,103.28,98.88,1005,823,SMALL,0,11/11/22,
2022-151NZ,CZ-6A DEB,54623,PRC,102.03,98.84,887,823,SMALL,0,11/11/22,
2022-151NY,CZ-6A DEB,54622,PRC,101.79,98.8,876,811,SMALL,0,11/11/22,
2022-151NX,CZ-6A DEB,54621,PRC,102.3,98.82,912,824,SMALL,0,11/11/22,
2022-151NV,CZ-6A DEB,54619,PRC,100.24,98.86,823,717,SMALL,0,11/11/22,
2022-151NT,CZ-6A DEB,54617,PRC,101.62,98.83,856,815,SMALL,0,11/11/22,
2022-151NS,CZ-6A DEB,54616,PRC,102.06,98.81,899,813,SMALL,0,11/11/22,
2022-151NR,CZ-6A DEB,54615,PRC,102.2,98.82,905,821,SMALL,0,11/11/22,
2022-151NQ,CZ-6A DEB,54614,PRC,98.44,98.67,746,622,SMALL,0,11/11/22,
2022-151NP,CZ-6A DEB,54613,PRC,102.21,98.82,901,826,SMALL,0,11/11/22,
2022-151NN,CZ-6A DEB,54612,PRC,102.1,98.82,895,821,SMALL,0,11/11/22,
2022-151NM,CZ-6A DEB,54611,PRC,98.03,98.64,734,595,SMALL,0,11/11/22,
2022-151NL,CZ-6A DEB,54610,PRC,99.45,98.68,794,671,SMALL,0,11/11/22,
2022-151NK,CZ-6A DEB,54609,PRC,100.22,98.76,798,739,SMALL,0,11/11/22,
2022-151NJ,CZ-6A DEB,54608,PRC,102.4,98.82,920,825,SMALL,0,11/11/22,
2022-151NG,CZ-6A DEB,54606,PRC,101.08,98.82,857,763,SMALL,0,11/11/22,
2022-151NF,CZ-6A DEB,54605,PRC,97.37,98.62,702,564,SMALL,0,11/11/22,
2022-151NE,CZ-6A DEB,54604,PRC,102.17,98.84,897,825,SMALL,0,11/11/22,
2022-151ND,CZ-6A DEB,54603,PRC,97.35,98.66,681,583,SMALL,0,11/11/22,
2022-151NB,CZ-6A DEB,54601,PRC,98.3,98.68,734,621,SMALL,0,11/11/22,
2022-151NA,CZ-6A DEB,54600,PRC,99.01,98.65,776,647,SMALL,0,11/11/22,
2022-151MY,CZ-6A DEB,54598,PRC,98.7,98.91,747,646,SMALL,0,11/11/22,
2022-151MX,CZ-6A DEB,54597,PRC,100.56,98.69,837,732,SMALL,0,11/11/22,
2022-151MW,CZ-6A DEB,54596,PRC,102.08,98.83,888,825,SMALL,0,11/11/22,
2022-151MV,CZ-6A DEB,54595,PRC,100.21,98.61,841,696,SMALL,0,11/11/22,
2022-151MU,CZ-6A DEB,54594,PRC,96.54,98.65,645,540,SMALL,0,11/11/22,
2022-151MS,CZ-6A DEB,54592,PRC,98.92,98.57,756,658,SMALL,0,11/11/22,
2022-151MR,CZ-6A DEB,54591,PRC,98.54,98.75,784,594,SMALL,0,11/11/22,
2022-151MQ,CZ-6A DEB,54590,PRC,100.57,98.6,838,733,SMALL,0,11/11/22,
2022-164B,KZ-11 R/B,54589,PRC,91.98,98.3,495,249,LARGE,0,12/7/22,
2022-164A,JIAOTONG VDES,54588,PRC,99.62,98.29,747,734,LARGE,0,12/7/22,
2022-151MP,CZ-6A DEB,54587,PRC,103.1,98.81,991,819,SMALL,0,11/11/22,
2022-151MN,CZ-6A DEB,54586,PRC,101.21,98.78,863,770,SMALL,0,11/11/22,
2022-151MM,CZ-6A DEB,54585,PRC,98.42,98.66,743,623,SMALL,0,11/11/22,
2022-151ML,CZ-6A DEB,54584,PRC,103.1,98.85,998,812,SMALL,0,11/11/22,
2022-151MK,CZ-6A DEB,54583,PRC,102.51,98.82,942,812,SMALL,0,11/11/22,
2022-151MJ,CZ-6A DEB,54582,PRC,97.63,98.64,722,568,SMALL,0,11/11/22,
2022-151MH,CZ-6A DEB,54581,PRC,100.17,98.67,851,682,LARGE,0,11/11/22,
2022-151MG,CZ-6A DEB,54580,PRC,101.72,98.87,909,771,SMALL,0,11/11/22,
2022-151MF,CZ-6A DEB,54579,PRC,98.68,98.6,750,641,SMALL,0,11/11/22,
2022-151ME,CZ-6A DEB,54578,PRC,98.33,98.65,736,622,SMALL,0,11/11/22,
2022-151MD,CZ-6A DEB,54577,PRC,99.09,98.49,772,658,SMALL,0,11/11/22,
2022-151MC,CZ-6A DEB,54576,PRC,98.83,98.65,759,646,SMALL,0,11/11/22,
2022-151MB,CZ-6A DEB,54575,PRC,98.91,98.69,808,605,SMALL,0,11/11/22,
2022-151MA,CZ-6A DEB,54574,PRC,99.52,98.61,815,656,SMALL,0,11/11/22,
2022-151LZ,CZ-6A DEB,54573,PRC,99.48,98.66,807,661,SMALL,0,11/11/22,
2022-151LY,CZ-6A DEB,54572,PRC,98.2,98.67,733,612,SMALL,0,11/11/22,
2022-151LX,CZ-6A DEB,54571,PRC,102.18,98.75,905,818,SMALL,0,11/11/22,
2022-151LW,CZ-6A DEB,54570,PRC,101.12,98.8,837,787,SMALL,0,11/11/22,
2022-151LV,CZ-6A DEB,54569,PRC,98.49,98.67,745,628,SMALL,0,11/11/22,
2022-151LU,CZ-6A DEB,54568,PRC,100.35,98.77,801,750,SMALL,0,11/11/22,
2022-151LT,CZ-6A DEB,54567,PRC,102.28,98.83,907,826,MEDIUM,0,11/11/22,
2022-151LS,CZ-6A DEB,54566,PRC,102.32,98.82,909,827,LARGE,0,11/11/22,
2022-151LR,CZ-6A DEB,54565,PRC,99.12,98.68,801,632,SMALL,0,11/11/22,
2022-151LQ,CZ-6A DEB,54564,PRC,100.47,98.78,806,756,SMALL,0,11/11/22,
2022-151LP,CZ-6A DEB,54563,PRC,101.9,98.83,876,822,SMALL,0,11/11/22,
2022-151LN,CZ-6A DEB,54562,PRC,100.72,98.74,839,747,SMALL,0,11/11/22,
2022-151LM,CZ-6A DEB,54561,PRC,100.77,98.84,894,696,SMALL,0,11/11/22,
2022-151LL,CZ-6A DEB,54560,PRC,102.29,98.82,911,823,LARGE,0,11/11/22,
2022-151LK,CZ-6A DEB,54559,PRC,96,98.57,661,473,SMALL,0,11/11/22,
2022-151LJ,CZ-6A DEB,54558,PRC,101.56,98.8,874,791,SMALL,0,11/11/22,
2022-151LH,CZ-6A DEB,54557,PRC,99.56,98.65,834,641,MEDIUM,0,11/11/22,
2022-151LG,CZ-6A DEB,54556,PRC,97.41,98.68,680,589,SMALL,0,11/11/22,
2022-151LF,CZ-6A DEB,54555,PRC,100.96,98.77,835,773,SMALL,0,11/11/22,
2022-151LE,CZ-6A DEB,54554,PRC,102.13,98.84,897,822,SMALL,0,11/11/22,
2022-151LD,CZ-6A DEB,54553,PRC,98.64,98.68,751,637,SMALL,0,11/11/22,
2022-151LC,CZ-6A DEB,54552,PRC,102.01,98.84,879,829,SMALL,0,11/11/22,
2022-151LB,CZ-6A DEB,54551,PRC,102.98,98.82,978,822,MEDIUM,0,11/11/22,
2022-151LA,CZ-6A DEB,54550,PRC,100.33,98.72,823,725,SMALL,0,11/11/22,
2022-151KZ,CZ-6A DEB,54549,PRC,99.91,98.61,833,675,SMALL,0,11/11/22,
2022-151KY,CZ-6A DEB,54548,PRC,99.1,98.62,748,684,SMALL,0,11/11/22,
2022-151KX,CZ-6A DEB,54547,PRC,101.52,98.81,901,760,SMALL,0,11/11/22,
2022-151KW,CZ-6A DEB,54546,PRC,101.75,98.79,859,824,MEDIUM,0,11/11/22,
2022-151KV,CZ-6A DEB,54545,PRC,102.04,98.82,896,814,SMALL,0,11/11/22,
2022-151KU,CZ-6A DEB,54544,PRC,101.61,98.8,866,803,SMALL,0,11/11/22,
2022-151KT,CZ-6A DEB,54543,PRC,99.5,98.79,820,649,SMALL,0,11/11/22,
2022-151KS,CZ-6A DEB,54542,PRC,101.97,98.82,879,825,SMALL,0,11/11/22,
2022-151KR,CZ-6A DEB,54541,PRC,102.36,98.84,915,825,MEDIUM,0,11/11/22,
2022-151KQ,CZ-6A DEB,54540,PRC,101.64,98.78,874,798,MEDIUM,0,11/11/22,
2022-151KP,CZ-6A DEB,54539,PRC,102.2,98.82,897,828,MEDIUM,0,11/11/22,
2022-151KN,CZ-6A DEB,54538,PRC,103.21,98.79,999,822,SMALL,0,11/11/22,
2022-151KM,CZ-6A DEB,54533,PRC,102.39,98.83,921,822,MEDIUM,0,11/11/22,
2022-151KL,CZ-6A DEB,54532,PRC,99.52,98.67,829,643,SMALL,0,11/11/22,
2022-151KK,CZ-6A DEB,54531,PRC,98.33,98.6,720,638,SMALL,0,11/11/22,
2022-151KJ,CZ-6A DEB,54530,PRC,101.98,98.82,877,828,SMALL,0,11/11/22,
2022-151KH,CZ-6A DEB,54529,PRC,102.19,98.82,896,829,MEDIUM,0,11/11/22,
2022-151KG,CZ-6A DEB,54528,PRC,99.76,98.58,817,677,MEDIUM,0,11/11/22,
2022-151KF,CZ-6A DEB,54527,PRC,100.84,98.75,825,771,MEDIUM,0,11/11/22,
2022-151KE,CZ-6A DEB,54526,PRC,102.17,98.82,901,821,MEDIUM,0,11/11/22,
2022-151KD,CZ-6A DEB,54525,PRC,102.48,98.82,927,825,SMALL,0,11/11/22,
2022-151KC,CZ-6A DEB,54524,PRC,99.27,98.5,797,651,SMALL,0,11/11/22,
2022-151KB,CZ-6A DEB,54523,PRC,98.2,98.74,754,591,SMALL,0,11/11/22,
2022-151KA,CZ-6A DEB,54522,PRC,102.78,98.83,973,808,SMALL,0,11/11/22,
2022-151JZ,CZ-6A DEB,54521,PRC,103.12,98.82,1008,804,SMALL,0,11/11/22,
2022-151JX,CZ-6A DEB,54519,PRC,99.84,98.56,842,660,SMALL,0,11/11/22,
2022-151JW,CZ-6A DEB,54518,PRC,100.84,98.83,890,706,SMALL,0,11/11/22,
2022-151JV,CZ-6A DEB,54517,PRC,98.88,98.66,773,637,SMALL,0,11/11/22,
2022-151JU,CZ-6A DEB,54516,PRC,99.93,98.59,854,656,SMALL,0,11/11/22,
2022-151JT,CZ-6A DEB,54515,PRC,100.2,98.6,853,683,SMALL,0,11/11/22,
2022-151JS,CZ-6A DEB,54514,PRC,100.25,98.75,826,715,SMALL,0,11/11/22,
2022-151JR,CZ-6A DEB,54513,PRC,100.01,98.49,867,651,SMALL,0,11/11/22,
2022-151JQ,CZ-6A DEB,54512,PRC,99.12,98.64,798,636,SMALL,0,11/11/22,
2022-151JP,CZ-6A DEB,54511,PRC,103.28,98.84,1010,818,MEDIUM,0,11/11/22,
2022-151JN,CZ-6A DEB,54510,PRC,100.03,98.73,807,713,SMALL,0,11/11/22,
2022-151JM,CZ-6A DEB,54509,PRC,103.43,98.85,1013,829,SMALL,0,11/11/22,
2022-151JJ,CZ-6A DEB,54506,PRC,101.57,98.92,908,757,SMALL,0,11/11/22,
2022-151JH,CZ-6A DEB,54505,PRC,100.4,98.97,830,725,SMALL,0,11/11/22,
2022-151JG,CZ-6A DEB,54504,PRC,101.92,98.84,880,819,LARGE,0,11/11/22,
2022-151JF,CZ-6A DEB,54503,PRC,102.06,98.73,894,818,SMALL,0,11/11/22,
2022-151JD,CZ-6A DEB,54501,PRC,100.93,98.66,959,647,SMALL,0,11/11/22,
2022-151JC,CZ-6A DEB,54500,PRC,101.07,98.92,893,726,SMALL,0,11/11/22,
2022-151JB,CZ-6A DEB,54499,PRC,99.6,98.66,836,643,LARGE,0,11/11/22,
2022-151JA,CZ-6A DEB,54498,PRC,100.12,98.8,785,744,SMALL,0,11/11/22,
2022-151HZ,CZ-6A DEB,54497,PRC,102.08,98.82,894,820,SMALL,0,11/11/22,
2022-151HY,CZ-6A DEB,54496,PRC,100.31,99.15,865,682,SMALL,0,11/11/22,
2022-151HW,CZ-6A DEB,54494,PRC,96.4,98.98,613,560,SMALL,0,11/11/22,
2022-151HV,CZ-6A DEB,54493,PRC,103.9,98.94,1081,805,SMALL,0,11/11/22,
2022-151HU,CZ-6A DEB,54492,PRC,103.36,98.9,1007,828,SMALL,0,11/11/22,
2022-151HT,CZ-6A DEB,54491,PRC,102.33,98.91,949,789,SMALL,0,11/11/22,
2022-151HS,CZ-6A DEB,54490,PRC,98.2,98.67,730,616,SMALL,0,11/11/22,
2022-151HR,CZ-6A DEB,54489,PRC,99.25,98.66,790,656,SMALL,0,11/11/22,
2022-151HP,CZ-6A DEB,54487,PRC,98.71,98.67,754,640,SMALL,0,11/11/22,
2022-151HN,CZ-6A DEB,54486,PRC,101.29,98.82,880,759,SMALL,0,11/11/22,
2022-151HM,CZ-6A DEB,54485,PRC,97.89,98.59,702,613,SMALL,0,11/11/22,
2022-151HL,CZ-6A DEB,54484,PRC,98.76,98.65,764,635,SMALL,0,11/11/22,
2022-151HJ,CZ-6A DEB,54482,PRC,98.93,98.67,775,640,SMALL,0,11/11/22,
2022-151HG,CZ-6A DEB,54480,PRC,100.2,98.67,861,675,SMALL,0,11/11/22,
2022-151HF,CZ-6A DEB,54479,PRC,99.31,98.66,799,653,SMALL,0,11/11/22,
2022-151HC,CZ-6A DEB,54476,PRC,99.89,98.65,835,671,SMALL,0,11/11/22,
2022-151HB,CZ-6A DEB,54475,PRC,98.87,98.66,810,599,SMALL,0,11/11/22,
2022-151HA,CZ-6A DEB,54474,PRC,103.61,98.87,1031,827,SMALL,0,11/11/22,
2022-151GZ,CZ-6A DEB,54473,PRC,101.57,98.88,857,809,MEDIUM,0,11/11/22,
2022-151GY,CZ-6A DEB,54472,PRC,101.44,98.82,829,824,MEDIUM,0,11/11/22,
2022-151GX,CZ-6A DEB,54471,PRC,99.04,98.66,782,643,SMALL,0,11/11/22,
2022-151GW,CZ-6A DEB,54470,PRC,99.3,98.66,793,657,SMALL,0,11/11/22,
2022-151GU,CZ-6A DEB,54468,PRC,101.39,98.76,863,786,SMALL,0,11/11/22,
2022-151GT,CZ-6A DEB,54467,PRC,99.92,98.65,829,680,SMALL,0,11/11/22,
2022-151GS,CZ-6A DEB,54466,PRC,101.76,98.83,864,820,MEDIUM,0,11/11/22,
2022-151GR,CZ-6A DEB,54465,PRC,96.29,98.57,637,525,SMALL,0,11/11/22,
2022-151GQ,CZ-6A DEB,54464,PRC,98.48,99.09,768,603,SMALL,0,11/11/22,
2022-151GP,CZ-6A DEB,54463,PRC,98.58,98.71,791,590,SMALL,0,11/11/22,
2022-151GN,CZ-6A DEB,54462,PRC,102.62,98.68,1004,762,SMALL,0,11/11/22,
2022-151GM,CZ-6A DEB,54461,PRC,103.11,98.99,1002,809,SMALL,0,11/11/22,
2022-151GL,CZ-6A DEB,54460,PRC,100.51,98.73,874,692,SMALL,0,11/11/22,
2022-151GK,CZ-6A DEB,54459,PRC,99,98.75,826,596,SMALL,0,11/11/22,
2022-151GJ,CZ-6A DEB,54458,PRC,101,99.07,917,695,SMALL,0,11/11/22,
2022-151GH,CZ-6A DEB,54457,PRC,100.75,98.93,857,731,SMALL,0,11/11/22,
2022-151GG,CZ-6A DEB,54456,PRC,100.75,99.04,877,711,MEDIUM,0,11/11/22,
2022-151GF,CZ-6A DEB,54455,PRC,104.03,99,1080,818,SMALL,0,11/11/22,
2022-151GE,CZ-6A DEB,54454,PRC,105.03,98.83,1173,819,SMALL,0,11/11/22,
2022-151GD,CZ-6A DEB,54453,PRC,102.17,98.92,924,798,SMALL,0,11/11/22,
2022-151GC,CZ-6A DEB,54452,PRC,103.69,98.92,1043,823,SMALL,0,11/11/22,
2022-151GB,CZ-6A DEB,54451,PRC,100.75,98.96,850,738,SMALL,0,11/11/22,
2022-151GA,CZ-6A DEB,54450,PRC,99.84,98.74,857,644,MEDIUM,0,11/11/22,
2022-151FZ,CZ-6A DEB,54449,PRC,103.45,98.92,1020,824,SMALL,0,11/11/22,
2022-151FY,CZ-6A DEB,54448,PRC,101.53,98.77,850,813,SMALL,0,11/11/22,
2022-151FX,CZ-6A DEB,54447,PRC,104.02,98.9,1073,825,SMALL,0,11/11/22,
2022-151FW,CZ-6A DEB,54446,PRC,104.59,98.83,1132,818,SMALL,0,11/11/22,
2022-151FV,CZ-6A DEB,54445,PRC,100.56,98.8,824,746,SMALL,0,11/11/22,
2022-151FU,CZ-6A DEB,54444,PRC,99.72,98.78,835,656,MEDIUM,0,11/11/22,
2022-151FT,CZ-6A DEB,54443,PRC,101.44,98.84,840,813,SMALL,0,11/11/22,
2022-151FS,CZ-6A DEB,54442,PRC,102.89,98.8,976,815,MEDIUM,0,11/11/22,
2022-151FQ,CZ-6A DEB,54440,PRC,99.78,98.5,809,687,SMALL,0,11/11/22,
2022-151FP,CZ-6A DEB,54439,PRC,104.64,98.97,1126,829,SMALL,0,11/11/22,
2022-151FM,CZ-6A DEB,54437,PRC,99.18,98.67,797,642,SMALL,0,11/11/22,
2022-151FL,CZ-6A DEB,54436,PRC,100.74,98.6,867,721,SMALL,0,11/11/22,
2022-151FK,CZ-6A DEB,54435,PRC,96.03,99.01,634,503,SMALL,0,11/11/22,
2022-151FH,CZ-6A DEB,54433,PRC,105.55,99.17,1213,828,SMALL,0,11/11/22,
2022-151FG,CZ-6A DEB,54432,PRC,102.72,98.98,1021,753,SMALL,0,11/11/22,
2022-151FF,CZ-6A DEB,54431,PRC,102.74,98.97,973,803,SMALL,0,11/11/22,
2022-151FD,CZ-6A DEB,54429,PRC,103.98,98.99,1069,824,SMALL,0,11/11/22,
2022-151FC,CZ-6A DEB,54428,PRC,108.55,99.14,1510,809,MEDIUM,0,11/11/22,
2022-151FB,CZ-6A DEB,54427,PRC,104.06,98.99,1080,821,SMALL,0,11/11/22,
2022-151EZ,CZ-6A DEB,54425,PRC,98.89,98.88,801,610,MEDIUM,0,11/11/22,
2022-151EY,CZ-6A DEB,54424,PRC,102.92,98.94,972,821,MEDIUM,0,11/11/22,
2022-151EW,CZ-6A DEB,54422,PRC,101.63,98.83,863,809,MEDIUM,0,11/11/22,
2022-151EU,CZ-6A DEB,54420,PRC,99.32,98.74,817,636,SMALL,0,11/11/22,
2022-151ET,CZ-6A DEB,54419,PRC,95.19,98.64,607,449,SMALL,0,11/11/22,
2022-151ES,CZ-6A DEB,54418,PRC,105.12,98.85,1178,822,MEDIUM,0,11/11/22,
2022-151ER,CZ-6A DEB,54417,PRC,103.87,98.92,1060,823,SMALL,0,11/11/22,
2022-151EQ,CZ-6A DEB,54416,PRC,104.17,98.86,1085,827,SMALL,0,11/11/22,
2022-151EP,CZ-6A DEB,54415,PRC,105.49,98.96,1280,755,MEDIUM,0,11/11/22,
2022-151EN,CZ-6A DEB,54414,PRC,103.25,98.9,1001,824,SMALL,0,11/11/22,
2022-151EM,CZ-6A DEB,54413,PRC,97.12,98.8,714,527,SMALL,0,11/11/22,
2022-151EL,CZ-6A DEB,54412,PRC,97.89,98.68,746,569,SMALL,0,11/11/22,
2022-151EK,CZ-6A DEB,54411,PRC,100.9,98.75,953,650,MEDIUM,0,11/11/22,
2022-151EJ,CZ-6A DEB,54410,PRC,100.08,98.75,859,666,MEDIUM,0,11/11/22,
2022-151EH,CZ-6A DEB,54409,PRC,101.57,98.73,938,728,SMALL,0,11/11/22,
2022-151EF,CZ-6A DEB,54407,PRC,101.54,98.77,864,799,SMALL,0,11/11/22,
2022-151EE,CZ-6A DEB,54406,PRC,100.32,98.63,859,688,SMALL,0,11/11/22,
2022-151ED,CZ-6A DEB,54405,PRC,98.55,98.73,799,580,MEDIUM,0,11/11/22,
2022-151EC,CZ-6A DEB,54404,PRC,101.27,98.78,859,778,MEDIUM,0,11/11/22,
2022-151EB,CZ-6A DEB,54403,PRC,101.35,98.66,914,731,SMALL,0,11/11/22,
