OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
2020-008M,ONEWEB-0033,45142,UK,109.89,87.89,1223,1221,LARGE,0,2/6/20,
2020-008L,ONEWEB-0032,45141,UK,109.89,87.89,1223,1220,LARGE,0,2/6/20,
2020-008K,ONEWEB-0028,45140,UK,109.8,87.89,1219,1216,LARGE,0,2/6/20,
2020-008J,ONEWEB-0026,45139,UK,109.81,87.89,1219,1217,LARGE,0,2/6/20,
2020-008H,ONEWEB-0025,45138,UK,109.89,87.89,1223,1220,LARGE,0,2/6/20,
2020-008G,ONEWEB-0024,45137,UK,109.89,87.89,1223,1221,LARGE,0,2/6/20,
2020-008F,ONEWEB-0023,45136,UK,109.89,87.89,1223,1220,LARGE,0,2/6/20,
2020-008E,ONEWEB-0022,45135,UK,109.89,87.89,1222,1220,LARGE,0,2/6/20,
2020-008D,ONEWEB-0021,45134,UK,109.89,87.89,1223,1221,LARGE,0,2/6/20,
2020-008C,ONEWEB-0020,45133,UK,109.89,87.89,1223,1221,LARGE,0,2/6/20,
2020-008B,ONEWEB-0017,45132,UK,109.89,87.89,1223,1221,LARGE,0,2/6/20,
2020-008A,ONEWEB-0013,45131,UK,109.97,87.86,1227,1224,LARGE,0,2/6/20,
2013-076AC,COSMOS 2491 DEB,45130,CIS,113.55,82.45,1499,1281,SMALL,0,12/25/13,
2013-076AB,COSMOS 2491 DEB,45129,CIS,113.85,82.46,1525,1281,SMALL,0,12/25/13,
2013-076AA,COSMOS 2491 DEB *,45128,CIS,100.63,81.21,804,773,SMALL,0,12/25/13,
2013-076Z,COSMOS 2491 DEB,45127,CIS,114.3,82.46,1460,1387,SMALL,0,12/25/13,
2020-007B,ELECTRON KICK STAGE R/B,45111,US,94.53,69.99,502,490,MEDIUM,0,1/31/20,
2020-007A,USA 294,45110,US,93.82,69.98,468,455,,0,1/31/20,
2013-076Y,COSMOS 2491 DEB,45109,CIS,117.84,82.43,1694,1474,SMALL,0,12/25/13,
2013-076X,COSMOS 2491 DEB,45108,CIS,117.35,82.49,1611,1513,SMALL,0,12/25/13,
2020-006BJ,STARLINK-1193,45100,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006BH,STARLINK-1186,45099,US,93.15,53.05,430,428,LARGE,0,1/29/20,
2020-006BG,STARLINK-1184,45098,US,95.59,53.06,548,546,LARGE,0,1/29/20,
2020-006BE,STARLINK-1152,45096,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006BD,STARLINK-1147,45095,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006BC,STARLINK-1146,45094,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006BB,STARLINK-1142,45093,US,95.04,53.05,523,518,LARGE,0,1/29/20,
2020-006BA,STARLINK-1137,45092,US,95.46,53.05,542,540,LARGE,0,1/29/20,
2020-006AY,STARLINK-1176,45090,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AX,STARLINK-1136,45089,US,92.16,53.05,381,380,LARGE,0,1/29/20,
2020-006AW,STARLINK-1183,45088,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AV,STARLINK-1185,45087,US,95.59,53.06,548,546,LARGE,0,1/29/20,
2020-006AT,STARLINK-1179,45085,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AS,STARLINK-1173,45084,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AR,STARLINK-1190,45083,US,95.59,53.06,548,546,LARGE,0,1/29/20,
2020-006AP,STARLINK-1151,45081,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AN,STARLINK-1153,45080,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AL,STARLINK-1177,45078,US,91.79,53.05,363,362,LARGE,0,1/29/20,
2020-006AH,STARLINK-1174,45075,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AG,STARLINK-1172,45074,US,95.59,53.05,549,546,LARGE,0,1/29/20,
2020-006AF,STARLINK-1170,45073,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AE,STARLINK-1168,45072,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AD,STARLINK-1167,45071,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006AA,STARLINK-1161,45068,US,94.42,53.03,494,487,LARGE,0,1/29/20,
2020-006Z,STARLINK-1150,45067,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006Y,STARLINK-1145,45066,US,92.22,53.05,384,383,LARGE,0,1/29/20,
2020-006X,STARLINK-1139,45065,US,87.77,53.02,167,161,LARGE,0,1/29/20,
2020-006W,STARLINK-1133,45064,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006U,STARLINK-1171,45062,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006T,STARLINK-1169,45061,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006S,STARLINK-1166,45060,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006Q,STARLINK-1162,45058,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006P,STARLINK-1159,45057,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006L,STARLINK-1156,45054,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006J,STARLINK-1148,45052,US,94.08,53.06,482,466,LARGE,0,1/29/20,
2020-006F,STARLINK-1135,45049,US,89.83,53.07,270,262,LARGE,0,1/29/20,
2020-006E,STARLINK-1134,45048,US,95.58,53.05,548,546,LARGE,0,1/29/20,
2020-006D,STARLINK-1131,45047,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2020-006A,STARLINK-1132,45044,US,95.59,53.05,548,546,LARGE,0,1/29/20,
2019-095D,BLOCK DM-SL DEB,45042,CIS,1398.48,0.1,36168,33926,,0,12/24/19,
2019-095C,BLOCK DM-SL DEB,45041,CIS,1397.64,3.96,36120,33941,,0,12/24/19,
2009-070R,SL-12 DEB,45040,CIS,288.9,64.48,15847,349,MEDIUM,0,12/14/09,
1993-036BWS,COSMOS 2251 DEB,45039,CIS,97.36,74.02,639,625,SMALL,0,6/16/93,
2018-082D,COSMOS 2528 DEB,45038,CIS,102.94,67.17,908,888,LARGE,0,10/25/18,
2018-082C,COSMOS 2528 DEB,45037,CIS,103.01,67.23,904,898,LARGE,0,10/25/18,
2009-070P,SL-12 DEB,45036,CIS,248.58,64.26,13148,288,SMALL,0,12/14/09,
2009-070M,SL-12 DEB,45034,CIS,339.07,64.84,19093,365,SMALL,0,12/14/09,
2013-076W,COSMOS 2491 DEB,45033,CIS,118.14,82.45,1633,1562,SMALL,0,12/25/13,
2013-076V,COSMOS 2491 DEB,45032,CIS,114.44,82.49,1506,1354,,0,12/25/13,
2013-076U,COSMOS 2491 DEB,45031,CIS,114.43,82.44,1531,1328,SMALL,0,12/25/13,
2013-076T,COSMOS 2491 DEB,45030,CIS,113.96,82.39,1669,1147,SMALL,0,12/25/13,
2020-005D,ARIANE 5 R/B,45029,FR,467.79,5.81,26955,212,LARGE,0,1/16/20,
2020-005C,ARIANE 5 DEB (SYLDA),45028,FR,302.49,6.1,16856,241,LARGE,0,1/16/20,
2020-005B,EUTE KONNECT,45027,EUTE,1436.02,0.06,35788,35782,LARGE,0,1/16/20,
2020-005A,GSAT 30,45026,IND,1436.12,0.01,35794,35780,LARGE,0,1/16/20,
2020-004A,YINHE-1,45024,PRC,97.44,86.39,646,626,LARGE,0,1/16/20,
2020-003A,JILIN-01 KUANFU 01,45016,PRC,95.03,97.56,527,512,LARGE,0,1/15/20,
2019-039AF,COSMOS 2535 DEB,45014,CIS,98.33,97.13,770,588,SMALL,0,7/10/19,
2019-039AC,COSMOS 2535 DEB,45011,CIS,98.81,97.05,793,611,SMALL,0,7/10/19,
2019-039S,COSMOS 2535 DEB,45001,CIS,100.53,97.05,973,595,,0,7/10/19,
2019-039Q,COSMOS 2535 DEB,44999,CIS,98.13,97.05,737,602,MEDIUM,0,7/10/19,
2013-076S,COSMOS 2491 DEB,44998,CIS,113.81,82.47,1467,1336,SMALL,0,12/25/13,
2013-076R,COSMOS 2491 DEB,44996,CIS,115.83,82.48,1505,1481,SMALL,0,12/25/13,
2013-076Q,COSMOS 2491 DEB,44994,CIS,114.15,82.48,1501,1332,SMALL,0,12/25/13,
2013-076P,COSMOS 2491 DEB,44993,CIS,118.13,82.44,1705,1489,SMALL,0,12/25/13,
2013-076N,COSMOS 2491 DEB,44992,CIS,114.91,82.48,1467,1435,SMALL,0,12/25/13,
2013-076M,COSMOS 2491 DEB,44991,CIS,114.48,82.4,1487,1377,SMALL,0,12/25/13,
2013-076L,COSMOS 2491 DEB,44990,CIS,114.96,82.48,1491,1416,,0,12/25/13,
2013-076K,COSMOS 2491 DEB,44989,CIS,114.61,82.48,1498,1378,MEDIUM,0,12/25/13,
2013-076J,COSMOS 2491 DEB,44988,CIS,115.2,82.46,1489,1439,SMALL,0,12/25/13,
2013-076H,COSMOS 2491 DEB,44987,CIS,113.51,82.44,1482,1292,SMALL,0,12/25/13,
2018-079BS,ATLAS 5 CENTAUR DEB,44986,US,782.21,12.58,35133,8354,,0,10/17/18,
2018-079BR,ATLAS 5 CENTAUR DEB,44985,US,731.95,12.82,32939,8113,,0,10/17/18,
2006-062U,SL-12 DEB,44984,CIS,340.05,63.89,18860,660,SMALL,0,12/25/06,
1993-036BWR,COSMOS 2251 DEB,44983,CIS,97.23,74.04,632,620,SMALL,0,6/16/93,
2006-062S,SL-12 DEB,44982,CIS,336.31,64.92,18538,746,MEDIUM,0,12/25/06,
2018-079BQ,ATLAS 5 CENTAUR DEB,44981,US,614.88,11.81,30028,5122,,0,10/17/18,
2018-079BP,ATLAS 5 CENTAUR DEB,44980,US,667.57,13.03,30265,7583,,0,10/17/18,
2020-002A,TJS-5,44978,PRC,1436.11,0.22,35812,35762,LARGE,0,1/7/20,
2020-001BM,STARLINK-1115,44973,US,94.35,53.04,494,480,LARGE,0,1/7/20,
2020-001BL,STARLINK-1107,44972,US,94.81,53.05,513,506,LARGE,0,1/7/20,
2020-001BJ,STARLINK-1093,44970,US,94.7,53.05,505,503,LARGE,0,1/7/20,
2020-001BH,STARLINK-1092,44969,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001BG,STARLINK-1090,44968,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001BE,STARLINK-1088,44966,US,92.92,53.06,420,415,LARGE,0,1/7/20,
2020-001AZ,STARLINK-1080,44961,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001AX,STARLINK-1076,44959,US,94.81,53.05,510,508,LARGE,0,1/7/20,
2020-001AS,STARLINK-1066,44954,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001AQ,STARLINK-1117,44952,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001AM,STARLINK-1122,44949,US,95.59,53.06,548,546,LARGE,0,1/7/20,
2020-001AH,STARLINK-1109,44945,US,92.88,53.06,416,415,LARGE,0,1/7/20,
2020-001AE,STARLINK-1096,44942,US,93.19,53.01,433,428,LARGE,0,1/7/20,
2020-001AD,STARLINK-1094,44941,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001AC,STARLINK-1091,44940,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001Z,STARLINK-1079,44937,US,93.9,53.05,470,460,LARGE,0,1/7/20,
2020-001W,STARLINK-1071,44934,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001V,STARLINK-1144,44933,US,95.05,53.05,526,516,LARGE,0,1/7/20,
2020-001U,STARLINK-1130,44932,US,93.32,53.05,438,436,LARGE,0,1/7/20,
2020-001S,STARLINK-1123,44930,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001P,STARLINK-1114,44927,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001M,STARLINK-1112,44925,US,95.59,53.06,548,546,LARGE,0,1/7/20,
2020-001K,STARLINK-1106,44923,US,92.75,53.01,412,406,LARGE,0,1/7/20,
2020-001J,STARLINK-1104,44922,US,95.59,53.05,548,547,LARGE,0,1/7/20,
2020-001H,STARLINK-1103,44921,US,93.67,53.06,455,453,LARGE,0,1/7/20,
2020-001G,STARLINK-1102,44920,US,92.45,53.04,401,389,LARGE,0,1/7/20,
2020-001D,STARLINK-1098,44917,US,95.59,53.05,548,546,LARGE,0,1/7/20,
2020-001B,STARLINK-1084,44915,US,93.47,53.05,445,444,LARGE,0,1/7/20,
2020-001A,STARLINK-1073,44914,US,93.21,53.05,432,431,LARGE,0,1/7/20,
2013-076G,COSMOS 2491 DEB,44913,CIS,115.09,82.47,1504,1415,SMALL,0,12/25/13,
2013-076F,COSMOS 2491 DEB,44912,CIS,113.33,82.47,1491,1268,SMALL,0,12/25/13,
2019-097A,SJ-20,44910,PRC,1436.05,3.48,35822,35749,LARGE,0,12/27/19,
2019-096E,BREEZE-KM R/B,44909,CIS,112.52,82.52,1511,1174,LARGE,0,12/26/19,
2019-096C,GONETS M 16 (M26),44907,CIS,115.86,82.52,1503,1486,LARGE,0,12/26/19,
2019-096B,GONETS M 15 (M25),44906,CIS,115.86,82.53,1506,1483,LARGE,0,12/26/19,
2019-096A,GONETS M 14 (M24),44905,CIS,115.86,82.52,1504,1485,LARGE,0,12/26/19,
2019-095B,BLOCK DM-SL R/B,44904,CIS,1398.47,3.94,35339,34754,LARGE,0,12/24/19,
2019-095A,ELEKTRO-L 3,44903,CIS,1436.11,0.06,35794,35780,LARGE,0,12/24/19,
2018-079BN,ATLAS 5 CENTAUR DEB,44899,US,702.48,11.34,32627,6970,,0,10/17/18,
2018-079BM,ATLAS 5 CENTAUR DEB,44898,US,708.63,11.46,32107,7795,,0,10/17/18,
2018-079BL,ATLAS 5 CENTAUR DEB,44897,US,610.82,12.16,31060,3878,,0,10/17/18,
2018-079BK,ATLAS 5 CENTAUR DEB,44896,US,717.23,13.09,32392,7936,,0,10/17/18,
2018-079BJ,ATLAS 5 CENTAUR DEB,44895,US,767.06,12.34,33448,9311,,0,10/17/18,
2014-055CK,ATLAS 5 CENTAUR DEB,44894,US,707.64,21.25,34137,5716,SMALL,0,9/17/14,
2014-055CJ,ATLAS 5 CENTAUR DEB,44893,US,764.88,19.75,35100,7553,SMALL,0,9/17/14,
2010-007AQ,SL-12 DEB,44892,CIS,357.55,64.68,20277,341,SMALL,0,3/1/10,
2019-093N,OBJECT N,44891,TBD,95.53,98.01,552,536,SMALL,0,12/20/19,
2019-093M,OBJECT M,44890,TBD,95.71,97.78,576,530,SMALL,0,12/20/19,
2019-093L,OBJECT L,44889,TBD,96.69,97.81,610,590,MEDIUM,0,12/20/19,
2019-093K,CZ-4B R/B,44888,PRC,93.35,97.96,484,393,LARGE,0,12/20/19,
2019-093J,OBJECT J,44887,TBD,96.73,97.83,612,592,MEDIUM,0,12/20/19,
2019-093H,OBJECT H,44886,TBD,96.62,97.84,607,587,MEDIUM,0,12/20/19,
2019-093G,OBJECT G,44885,TBD,96.35,97.83,592,575,SMALL,0,12/20/19,
2019-093F,OBJECT F,44884,TBD,96.46,97.83,597,581,MEDIUM,0,12/20/19,
2019-093E,CBERS 4A,44883,CHBZ,97.2,97.82,626,623,LARGE,0,12/20/19,
2019-093D,OBJECT D,44882,TBD,96.34,97.84,593,574,LARGE,0,12/20/19,
2019-093C,OBJECT C,44881,TBD,96.98,97.81,625,604,MEDIUM,0,12/20/19,
2019-093B,OBJECT B,44880,TBD,96.63,97.83,607,587,MEDIUM,0,12/20/19,
2019-093A,OBJECT A,44879,TBD,96.64,97.82,607,588,MEDIUM,0,12/20/19,
2019-092D,ANGELS,44876,FR,93.99,97.46,477,463,MEDIUM,0,12/18/19,
2019-092B,CHEOPS,44874,ESA,98.55,98.15,698,681,LARGE,0,12/18/19,
2019-092A,CSG-1,44873,IT,97.15,97.89,624,621,LARGE,0,12/18/19,
2010-041AM,SL-12 DEB,44872,CIS,282.99,64.63,15561,239,SMALL,0,9/2/10,
2010-041AL,SL-12 DEB,44871,CIS,342.73,65.56,19076,614,SMALL,0,9/2/10,
2010-041AK,SL-12 DEB,44870,CIS,325.6,65.65,18246,353,SMALL,0,9/2/10,
2019-091B,FALCON 9 R/B,44869,US,338.49,26.97,19112,309,LARGE,0,12/17/19,
2019-091A,JCSAT 18,44868,JPN,1436.11,0.01,35788,35786,LARGE,0,12/17/19,
2019-090D,CZ-3B R/B,44867,PRC,264.39,54.94,14375,160,LARGE,0,12/16/19,
2019-090C,YZ-1 R/B,44866,PRC,807.34,55.89,22543,22142,LARGE,0,12/16/19,
2019-090B,BEIDOU 3M20,44865,PRC,773.23,56.07,21568,21488,LARGE,0,12/16/19,
2019-090A,BEIDOU 3M19,44864,PRC,773.23,56.07,21576,21480,LARGE,0,12/16/19,
2019-089L,PSLV R/B,44862,IND,94.3,36.98,501,469,LARGE,0,12/11/19,
2019-089H,IHOPSAT-TD,44859,US,95.58,36.97,551,542,SMALL,0,12/11/19,
2019-089F,RISAT-2BR1,44857,IND,95.97,36.96,575,556,LARGE,0,12/11/19,
2019-089C,OBJECT C,44854,TBD,94.25,36.95,489,475,SMALL,0,12/11/19,
2019-088B,FREGAT R/B,44851,CIS,688.29,65.22,19717,19173,LARGE,0,12/11/19,
2019-088A,COSMOS 2544 (GLONASS),44850,CIS,675.73,65.27,19163,19097,LARGE,0,12/11/19,
2014-055CH,ATLAS 5 CENTAUR DEB,44849,US,736.5,20.5,34346,6928,,0,9/17/14,
2014-055CG,ATLAS 5 CENTAUR DEB,44848,US,763.54,19.8,35374,7215,,0,9/17/14,
2014-055CF,ATLAS 5 CENTAUR DEB,44847,US,754.88,22.2,34756,7413,,0,9/17/14,
2014-055CE,ATLAS 5 CENTAUR DEB,44846,US,699.65,21.35,34054,5402,MEDIUM,0,9/17/14,
2014-055CD,ATLAS 5 CENTAUR DEB,44845,US,778.71,19.59,36061,7258,SMALL,0,9/17/14,
2019-086A,JILIN-01 GAOFEN 2B,44836,PRC,95.09,97.56,529,516,LARGE,0,12/7/19,
2019-082A,GAOFEN 12,44819,PRC,97.24,97.82,628,625,LARGE,0,11/27/19,
2019-081B,PSLV R/B,44805,IND,94,97.25,492,449,LARGE,0,11/27/19,
2019-081A,CARTOSAT 3,44804,IND,94.78,97.51,518,498,LARGE,0,11/27/19,
2019-080D,ARIANE 5 DEB (SYLDA),44803,FR,250.29,5.3,13316,239,LARGE,0,11/26/19,
2019-080C,ARIANE 5 R/B,44802,FR,557.22,5.41,31877,228,LARGE,0,11/26/19,
2019-080B,INMARSAT GX5,44801,IM,1436.06,0.04,35796,35776,LARGE,0,11/26/19,
2019-080A,TIBA-1,44800,EGYP,1436.1,0.05,35794,35780,,0,11/26/19,
2019-078D,CZ-3B R/B,44796,PRC,299.41,54.94,16464,430,LARGE,0,11/23/19,
2019-078C,YZ-1 R/B,44795,PRC,808.76,54.69,22588,22165,LARGE,0,11/23/19,
2019-078B,BEIDOU 3M22,44794,PRC,773.23,54.4,21539,21517,LARGE,0,11/23/19,
2019-078A,BEIDOU 3M21,44793,PRC,773.23,54.43,21544,21512,LARGE,0,11/23/19,
2019-077C,KZ-1A R/B,44787,PRC,90.03,88.83,328,223,LARGE,0,11/17/19,
2019-077B,KL-ALPHA B,44786,GER,106.2,88.89,1070,1031,MEDIUM,0,11/17/19,
2019-077A,KL-ALPHA A,44785,GER,106.2,88.91,1058,1043,MEDIUM,0,11/17/19,
2019-076F,CZ-6 R/B,44784,PRC,101.56,45.01,897,768,LARGE,0,11/13/19,
2019-076E,NINGXIA-1 5,44783,PRC,102.72,45,895,879,MEDIUM,0,11/13/19,
2019-076D,NINGXIA-1 4,44782,PRC,102.72,45.01,896,878,MEDIUM,0,11/13/19,
2019-076C,NINGXIA-1 3,44781,PRC,102.72,45,894,880,MEDIUM,0,11/13/19,
2019-076B,NINGXIA-1 2,44780,PRC,102.71,45.01,892,882,MEDIUM,0,11/13/19,
2019-076A,NINGXIA-1 1,44779,PRC,102.71,45,895,880,LARGE,0,11/13/19,
2019-075A,JILIN-01 GAOFEN 2A,44777,PRC,94.62,97.56,506,495,LARGE,0,11/13/19,
2019-074BM,STARLINK-1068,44772,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074BL,STARLINK-1067,44771,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074BH,STARLINK-1063,44768,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074BG,STARLINK-1062,44767,US,92.58,53.05,402,400,LARGE,0,11/11/19,
2019-074BF,STARLINK-1061,44766,US,92.13,53.05,380,378,LARGE,0,11/11/19,
2019-074BE,STARLINK-1060,44765,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074BD,STARLINK-1059,44764,US,89.2,53.06,240,231,LARGE,0,11/11/19,
2019-074BC,STARLINK-1058,44763,US,92.56,53.05,401,399,LARGE,0,11/11/19,
2019-074BB,STARLINK-1057,44762,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074BA,STARLINK-1056,44761,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AZ,STARLINK-1055,44760,US,91.11,53,332,327,LARGE,0,11/11/19,
2019-074AY,STARLINK-1054,44759,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AX,STARLINK-1053,44758,US,95.23,53.05,531,529,LARGE,0,11/11/19,
2019-074AW,STARLINK-1052,44757,US,92.53,53.03,400,396,LARGE,0,11/11/19,
2019-074AS,STARLINK-1048,44753,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AR,STARLINK-1047,44752,US,95.27,53.05,533,531,LARGE,0,11/11/19,
2019-074AQ,STARLINK-1046,44751,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AM,STARLINK-1043,44748,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AL,STARLINK-1042,44747,US,94.24,53.05,485,479,LARGE,0,11/11/19,
2019-074AH,STARLINK-1039,44744,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AG,STARLINK-1038,44743,US,93.04,53.05,424,422,LARGE,0,11/11/19,
2019-074AE,STARLINK-1036,44741,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AD,STARLINK-1035,44740,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074AA,STARLINK-1032,44737,US,92.34,53.05,390,388,LARGE,0,11/11/19,
2019-074Z,STARLINK-1031,44736,US,95.59,53.06,548,546,LARGE,0,11/11/19,
2019-074Y,STARLINK-1030,44735,US,95.59,53.06,548,546,LARGE,0,11/11/19,
2019-074X,STARLINK-1029,44734,US,95.59,53.06,548,546,LARGE,0,11/11/19,
2019-074W,STARLINK-1028,44733,US,91.9,53.05,368,367,LARGE,0,11/11/19,
2019-074V,STARLINK-1027,44732,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074P,STARLINK-1021,44726,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074N,STARLINK-1020,44725,US,95.59,53.06,548,546,LARGE,0,11/11/19,
2019-074M,STARLINK-1019,44724,US,95.59,53.06,548,546,LARGE,0,11/11/19,
2019-074L,STARLINK-1017,44723,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074J,STARLINK-1015,44721,US,95.59,53.06,548,546,LARGE,0,11/11/19,
2019-074H,STARLINK-1014,44720,US,94.78,53.05,509,507,LARGE,0,11/11/19,
2019-074G,STARLINK-1013,44719,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074F,STARLINK-1012,44718,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074E,STARLINK-1011,44717,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074D,STARLINK-1010,44716,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-074C,STARLINK-1009,44715,US,92.16,53.05,381,380,LARGE,0,11/11/19,
2019-074B,STARLINK-1008,44714,US,95.59,53.05,548,546,LARGE,0,11/11/19,
2019-039P,COSMOS 2535 DEB,44712,CIS,96.98,97.67,645,583,SMALL,0,7/10/19,
2019-039N,COSMOS 2535 DEB,44711,CIS,97.67,97.29,760,534,SMALL,0,7/10/19,
2019-073A,BEIDOU 3 IGSO-3,44709,PRC,1436.4,55.76,35962,35624,LARGE,0,11/4/19,
2019-072A,GAOFEN 7,44703,PRC,94.65,97.32,507,497,LARGE,0,11/3/19,
1990-086E,METEOR 2-20 DEB,44700,CIS,102.53,82.52,888,869,SMALL,0,9/28/90,
1990-086D,METEOR 2-20 DEB,44699,CIS,103.22,82.52,922,899,SMALL,0,9/28/90,
1990-086C,METEOR 2-20 DEB,44698,CIS,102.99,82.51,919,881,SMALL,0,9/28/90,
1988-005BA,METEOR 2-17 DEB,44697,CIS,102.47,82.51,884,867,SMALL,0,1/30/88,
1982-096C,COSMOS 1410 DEB,44696,CIS,115.89,82.61,1500,1491,SMALL,0,9/24/82,
2018-079BH,ATLAS 5 CENTAUR DEB,44695,US,830.44,11.72,37078,8698,,0,10/17/18,
2018-079BG,ATLAS 5 CENTAUR DEB,44694,US,811.57,12.8,36252,8634,,0,10/17/18,
2018-079BF,ATLAS 5 CENTAUR DEB,44693,US,806.88,12.68,35873,8791,,0,10/17/18,
2018-079BE,ATLAS 5 CENTAUR DEB,44692,US,839.08,11.22,36994,9188,,0,10/17/18,
2018-079BD,ATLAS 5 CENTAUR DEB,44691,US,814.35,12.1,35600,9417,,0,10/17/18,
2018-079BC,ATLAS 5 CENTAUR DEB,44690,US,763.95,12.33,33567,9042,,0,10/17/18,
2018-079BB,ATLAS 5 CENTAUR DEB,44689,US,675.05,12.87,31396,6830,,0,10/17/18,
2018-079BA,ATLAS 5 CENTAUR DEB,44688,US,805.46,12.69,35796,8800,,0,10/17/18,
2018-079AZ,ATLAS 5 CENTAUR DEB,44687,US,790.41,12.48,35098,8782,,0,10/17/18,
2018-079AY,ATLAS 5 CENTAUR DEB,44686,US,851.52,11.21,37502,9260,MEDIUM,0,10/17/18,
2018-079AX,ATLAS 5 CENTAUR DEB,44685,US,850.72,11.19,37266,9460,,0,10/17/18,
2018-079AW,ATLAS 5 CENTAUR DEB,44684,US,786.3,12.59,35054,8629,,0,10/17/18,
2018-079AV,ATLAS 5 CENTAUR DEB,44683,US,785.84,12.65,35134,8527,,0,10/17/18,
2018-079AU,ATLAS 5 CENTAUR DEB,44682,US,791.53,12.66,35165,8769,,0,10/17/18,
2018-079AT,ATLAS 5 CENTAUR DEB,44681,US,836.65,10.91,36594,9474,,0,10/17/18,
2018-079AS,ATLAS 5 CENTAUR DEB,44680,US,820.09,12.37,36406,8883,,0,10/17/18,
2018-079AR,ATLAS 5 CENTAUR DEB,44679,US,802.66,12.65,35738,8725,,0,10/17/18,
2018-079AQ,ATLAS 5 CENTAUR DEB,44678,US,790.19,12.65,35115,8754,,0,10/17/18,
2018-079AP,ATLAS 5 CENTAUR DEB,44677,US,806.46,12.03,35199,9445,,0,10/17/18,
2018-079AN,ATLAS 5 CENTAUR DEB,44676,US,787.54,13.08,35247,8496,,0,10/17/18,
2018-079AM,ATLAS 5 CENTAUR DEB,44675,US,797.91,12.66,35496,8742,,0,10/17/18,
2018-079AL,ATLAS 5 CENTAUR DEB,44674,US,742.95,12.3,32760,8829,,0,10/17/18,
2018-079AK,ATLAS 5 CENTAUR DEB,44673,US,811.04,12.51,36098,8763,,0,10/17/18,
2018-079AJ,ATLAS 5 CENTAUR DEB,44672,US,781.11,10.47,38001,5434,,0,10/17/18,
2018-079AH,ATLAS 5 CENTAUR DEB,44671,US,762.09,11.69,33762,8757,,0,10/17/18,
